LineOfBusiness,ERMSDealNumber,InceptionDate,ExpiryDate,BusinessSegment,Paper,IsAdmitted,Type,InsuredName,InsuredState,BrokerCompany,BrokerCompanyAddress,BrokerContact,BrokerState,UnderwriterTeam,DealComponentID,BusinessClassification,Occurrence: General Liability,Occurrence: Owners & Contractors Protective,Claims Made: Products Liability,Claims Made: Life Sciences Liability,Excess Claims Made: Products Liability,Excess Claims Made: Life Sciences Liability,Limit Damage to Premises Rented to You,Each Common Cause Liquor Liability,Limit Products / Completed Operations Aggregate,Per Occurrence Coverage Limits,General Aggregate Coverage Limits,Limit Personal / Advertising Injury,Limit Medical Expense,Limit Per Project Aggregate,Each Employee Employee Benefits Liability,Limit Per Location Aggregate,Employee Benefits Liability,Assault & Battery,Hired / Non-Owned Auto Liability,Liquor Liability,Data Breach,Other,Per Claim Limit Coverage Limits,Coverage Premium,Terrorism,MJIL 1000 08 10,MPIL 1007 03 14,MPIL 1083 04 15,MDIL 1000 08 11,MDIL 1001 08 11,IL 00 17 11 98,IL 00 21 09 08,MEIL 1200 10 16,MEIL 1225 10 11,MEIL 1231 10 13,MDGL 1000 01 13,MDGL 1008 08 11,CG 00 01 04 13,CG 00 33 04 13,CG 20 15 04 13,CG 21 35 10 01,CG 21 47 12 07,CG 21 49 09 99,CG 21 73 01 15,CG 21 96 03 05,ME 037 04 99,MEGL 0008 01 16,MEGL 0048 03 13,MEGL 0170 05 16,MEGL 0219 05 16,MEGL 1394 05 16,MEGL 1671 05 16,MEGL 1674 05 16,MEGL 1884 10 15,MEGL 5300 05 16,MEGL 5302 05 16,MEGL 5303 05 16,CG 21 86 12 04,MEIL 1211 06 10,MDGL 1012 01 13,CG 00 09 04 13,CG 29 60 06 15,MEGL 0001-OCP 08 14,MEGL 1273 07 16,MEGL 1637 05 17,MPIL 1009-TX 01 16,MPIL 1010-TX 05 10,CG 20 01 04 13,CG 20 10 04 13,CG 20 37 04 13,CG 21 36 03 05,CG 22 79 04 13,MEGL 0241-01 05 16,MEGL 0313 02 17,MEGL 1331 11 15,MEGL 1349 05 17,MEGL 1361 05 16,MEGL 1623 08 17,MEGL 1625 11 13,MEGL 1673 05 16,MEGL 1681 07 16,MEGL 1849 08 14,MEGL 1897 02 16,MGL 1319 01 16,CG 04 35 12 07,CG 20 18 04 13,CG 21 55 09 99,MEGL 1879 07 15,MEIL 1200-CA 03 16,MEGL 5301 05 16,MEIL 1241 07 14,MEIL 1309 11 13,CG 21 65 12 04,MEGL 1895 02 16,MPIL 1005-CA 01 17,CG 00 02 04 13,CG 00 38 04 13,CG 21 16 04 13,CG 21 39 10 93,MEGL 1251 05 16,PD-12000-01 03 04,EIC 701-02 08 07,PD-22000-02 06 04,EIC 4115-01 2 03,MEGL 1660 05 15,ZZ-44003-03 01 15,MPIL 1041 02 12,MDGL 1008 08 11 BC,CG 20 28 04 13,MDIL 1005 08 14,MEGL 1624 05 16,CG 20 11 04 13,MEGL 1378 05 16,CG 24 10 07 98,MEGL 1680 07 16,MEGL 1889 10 15,CG 20 10 07 04,CG 20 37 07 04,CG 20 26 04 13,CG 24 26 04 13,MPIL 1006-FL 01 10,CG 24 04 05 09,CG 21 33 11 85,CG 21 53 01 96,MEGL 1333 03 14,MEGL 1892 12 15,IL 12 01 11 85,CG 22 50 04 13,MEGL 1397 07 10,CG 02 05 12 04,CG 22 43 04 13,MEGL 0217 11 16,MEGL 0026 05 16,MEGL 2202 01 17,MEIL 1247 08 15,MIL 1214 09 17
Brokerage Casualty,3708691,2/9/2018,2/9/2019,NULL,Evanston Insurance Company,0,New,"YI TECHNOLOGIES, INC.",CA,"U.S. Risk, LLC","900 South Capital of Texas Highway, Suite 450, Austin, TX, 78746",Travis Reynolds,TX,Brokerage Casualty - MidSouth,685342,51927 Communication or Recording Systems or Equipment Mfg. - other than industrial or commercial,1,0,0,0,0,0,1,0,1,1,1,1,1,0,1,0,1,0,0,0,0,0,0,1,0,1,1,1,1,1,1,1,0,1,1,0,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Brokerage Casualty,3705202,1/31/2018,1/31/2019,NULL,Evanston Insurance Company,0,New,PRIMITIVE COMPANY,CA,Scottish American,"2002 East McFadden Avenue, Suite 100, Santa Ana, CA, 92705",Caleb Whitehouse,CA,Brokerage Casualty - West,685934,59306 Sporting Goods or Athletic Equipment Mfg.,1,0,0,0,0,0,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1,1,1,0,1,1,0,1,1,0,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Brokerage Casualty,3716500,2/28/2018,2/28/2019,NULL,Evanston Insurance Company,0,Renewal,"NESS DEVELOPMENT, INC.",CA,AmWINS Brokerage,"1600 Rosecrans Avenue, Building 7, Suite 100, Manhattan Beach, CA, 90266",Scott Griffing,CA,Brokerage Casualty - West,688294,"91585 Contractors - subcontracted work - in connection with construction, reconstruction, repair or erection of buildings",1,0,0,0,0,0,1,0,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1,1,1,0,1,1,0,1,1,0,0,1,1,0,1,1,1,1,1,1,0,0,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,1,1,0,1,1,1,0,1,1,1,1,1,1,1,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Brokerage Casualty,3684162,2/9/2018,2/9/2019,NULL,Evanston Insurance Company,0,New,"CHIPMAN CONSTRUCTION, LTD.",TX,"Brown & Riding Insurance Services, Inc.","3405 Piedmont Road, Suite 470, Atlanta, GA, 30305 ",Lexey Chapin,GA,Brokerage Casualty - SouthEast,688305,"91585 Contractors - subcontracted work - in connection with construction, reconstruction, repair or erection of buildings",1,0,0,0,0,0,1,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1,1,1,1,1,1,0,1,1,0,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Brokerage Casualty,3716108,2/23/2018,2/23/2019,NULL,Evanston Insurance Company,0,New,"United Union Contracting, LLC",PA,Quaker Special Risk,"P.O. Box 1350, Eatontown, NJ, 07724",Jason Kalinowski,NJ,Brokerage Casualty - NorthEast,688520,94444 Contractors,1,0,0,0,0,0,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,0,1,1,0,0,1,1,1,1,1,1,1,1,1,0,0,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Brokerage Casualty,3705162,2/25/2018,2/25/2019,NULL,Evanston Insurance Company,0,New,SUNRISE PLUMBING & MECHANICAL INC.,CA,"RT Specialty Insurance Services, LLC","3900 West Alameda, 21st Floor, Burbank, CA, 91505",Trevor Puetz,CA,Brokerage Casualty - West,689200,98482 Plumbing - commercial and industrial,1,0,0,0,0,0,1,0,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,1,0,1,1,1,1,1,1,1,0,1,1,0,1,1,0,0,0,0,0,1,1,1,1,1,1,0,0,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Brokerage Casualty,3713433,2/23/2018,2/23/2019,NULL,Evanston Insurance Company,0,Renewal,Burnish & Plumb Construction LP,TX,AmWINS Brokerage,"5910 North Central Expressway, Suite 500, Dallas, TX, 75206 ",Angela Gonzales,TX,Brokerage Casualty - MidSouth,694107,91580 Contractors - Executive Supervisors or Executive Superintendents,1,0,0,0,0,0,1,0,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,1,0,1,1,1,1,1,1,1,1,1,1,0,1,1,0,0,0,1,0,1,1,1,1,1,1,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,1,1,1,0,0,0,1,1,1,0,1,1,1,1,0,1,1,0,1,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
Brokerage Casualty,3687222,2/22/2018,2/22/2019,NULL,Evanston Insurance Company,0,New,"HARDLINE EXTERIORS, LLC & BELLEPAR HOMES, LLC",MN,"Risk Placement Services, Inc.","6625 West 78th Street, Suite 210, Bloomington, MN, 55439",Mike Wilman,MN,Brokerage Casualty - MidWest,694229,94444 Contractors,1,0,0,0,0,0,1,0,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,1,0,1,1,0,1,1,1,1,1,1,1,0,1,1,0,0,0,1,1,0,1,1,1,1,1,0,0,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,1,1,0,1,1,1,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Brokerage Casualty,3720583,2/23/2018,2/23/2019,NULL,Evanston Insurance Company,0,New,"DBC Construction, LLC",PA,AmWINS Brokerage,"Raritan Plaza 1, 110 Fieldcrest Avenue, 7th Floor, Edison, NJ, 08837",Jennifer McGovern,NJ,Brokerage Casualty - NorthEast,694784,91580 Contractors - Executive Supervisors or Executive Superintendents,1,0,0,0,0,0,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1,1,1,1,1,1,0,1,1,0,0,1,1,1,1,1,0,1,1,1,0,0,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,1,0,1,1,1,1,0,1,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Brokerage Casualty,3694718,3/1/2018,3/1/2019,NULL,Evanston Insurance Company,0,Renewal,"UNION FRAMING, INC",CA,Scottish American,"2002 East McFadden Avenue, Suite 100, Santa Ana, CA, 92705 ",Scott Epstein,CA,Brokerage Casualty - West,695906,91342 Carpentry,1,0,0,0,0,0,1,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,1,1,1,0,1,1,0,1,1,0,0,0,1,0,1,1,1,1,1,1,0,0,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,1,1,0,1,1,1,0,1,1,1,1,0,1,1,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Brokerage Casualty,3713346,3/8/2018,3/8/2019,NULL,Evanston Insurance Company,0,New,"Portermatt Electric, Inc.",CA,AmWINS Brokerage,"1600 Rosecrans Avenue, Building 7, Suite 100, Manhattan Beach, CA, 90266", ,CA,Brokerage Casualty - West,696883,92478 Electrical Work - within buildings,1,0,0,0,0,0,1,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1,1,1,0,1,1,0,1,1,0,0,0,1,0,1,1,1,1,1,1,0,0,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,1,1,0,1,1,1,0,1,1,1,1,0,1,1,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Brokerage Casualty,3711076,2/28/2018,2/28/2019,NULL,Evanston Insurance Company,0,New,"Peroni Management, Inc.",PA,Quaker Special Risk,"P.O. Box 1350, Eatontown, NJ, 07724",Jason Kalinowski,NJ,Brokerage Casualty - NorthEast,697764,91580 Contractors - Executive Supervisors or Executive Superintendents,1,0,0,0,0,0,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1,1,1,1,1,1,0,1,1,0,0,1,1,1,1,1,0,1,1,1,0,0,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,1,1,0,1,1,1,0,1,1,1,1,0,1,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Brokerage Casualty,3722857,4/1/2018,4/1/2019,NULL,Evanston Insurance Company,0,New,"Luxe Electric, Inc.",FL,"Hull & Company, LLC","1815 Griffin Road, Suite 300, Dania Beach, FL, 33004",Kevin Wright,FL,Brokerage Casualty - SouthEast,697858,92478 Electrical Work - within buildings,1,0,0,0,0,0,1,0,1,1,1,1,0,0,1,0,1,0,0,0,0,0,0,1,0,1,1,1,1,1,1,1,1,1,1,0,1,1,0,0,1,1,1,1,1,1,1,1,1,0,0,1,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Brokerage Casualty,3722119,3/5/2018,3/5/2019,NULL,Evanston Insurance Company,0,New,Patrick S. Todd,TX,"Southwest Risk, LP","8144 Walnut Hill Lane, Suite 1400, Dallas, TX, 75231",Randy Sutherlin,TX,Brokerage Casualty - MidSouth,698626,91580 Contractors - Executive Supervisors or Executive Superintendents,1,0,0,0,0,0,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1,1,1,1,1,0,0,1,1,0,0,0,1,0,1,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Brokerage Casualty,3718662,3/1/2018,3/1/2019,NULL,Evanston Insurance Company,0,New,Delta Bay Builders & Roofing,CA,"CRC Insurance Services, Inc.","1815 Via El Prado, Suite 401, Riviera Center, Redondo Beach, CA, 90277",Brian Pickford,CA,Brokerage Casualty - West,698692,91340 Carpentry - construction of residential property not exceeding three stories in height,1,0,0,0,0,0,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1,1,1,0,1,1,0,1,1,0,0,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,0,0,0,0,1,1,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Brokerage Casualty,3717406,3/6/2018,3/6/2019,NULL,Evanston Insurance Company,0,New,Supreme Drywall Inc.,CA,CRC Swett,"21650 Oxnard Street, Suite 1400, Woodland Hills, CA, 91367",Ryan Dangelo,CA,Brokerage Casualty - West,699069,92338 Drywall or Wallboard Installation,1,0,0,0,0,0,1,0,1,1,1,1,1,0,1,0,1,0,0,0,0,0,0,1,0,1,1,1,1,1,1,1,0,1,1,0,1,1,0,0,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,0,0,0,0,1,1,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Brokerage Casualty,3708774,3/2/2018,3/2/2019,NULL,Evanston Insurance Company,0,New,"VERALUX HOMES, LLC",TX,"USG Insurance Services, Inc.","500 East Border Street, Suite 600, Arlington, TX, 76010",Kenneth Brown,TX,Brokerage Casualty - MidSouth,699186,91580 Contractors - Executive Supervisors or Executive Superintendents,1,0,0,0,0,0,1,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1,1,1,1,1,1,0,1,1,0,0,0,1,0,1,1,1,1,1,1,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Brokerage Casualty,3694180,3/24/2018,3/24/2019,NULL,Evanston Insurance Company,0,Renewal,"LANDMARK CGC, LLC",FL,"Brown & Riding Insurance Services, Inc.","3405 Piedmont Road, Suite 470, Atlanta, GA, 30305",Taelor Rubin,GA,Brokerage Casualty - SouthEast,701037,"91585 Contractors - subcontracted work - in connection with construction, reconstruction, repair or erection of buildings",1,0,0,0,0,0,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1,1,1,1,1,1,0,1,1,0,0,1,1,0,1,1,1,1,1,1,0,0,0,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Brokerage Casualty,3721493,4/1/2018,4/1/2019,NULL,Evanston Insurance Company,0,New,La Ranchera Inc.,TX,"Risk Placement Services, Inc.","1155 Dairy Ashford, Suite 550, Houston, TX, 77079", ,TX,Brokerage Casualty - MidSouth,703524,53374 Food Products Mfg. - dry,1,0,0,0,0,0,1,0,1,1,1,1,1,0,1,0,1,0,0,0,0,0,0,1,0,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Brokerage Casualty,3697929,3/25/2018,3/25/2019,NULL,Evanston Insurance Company,0,New,"GEORGE E VICKERS JR. ENTERPRISES, INC.",NY,Quaker Special Risk,"P.O. Box 1350, Eatontown, NJ, 07724",Matt Walsh,NJ,Brokerage Casualty - NorthEast,704589,91342 Carpentry,1,0,0,0,0,0,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1,1,0,1,1,1,0,1,1,0,0,1,1,1,1,1,0,1,1,1,0,0,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,1,1,0,1,1,1,0,1,1,1,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Brokerage Casualty,3720628,4/1/2018,4/1/2019,NULL,Evanston Insurance Company,0,New,Industrial & Commercial Contractors LP,CA,CRC Swett,"515 South Figueroa Street, Suite 600, Los Angeles, CA, 90071",Mike McCall,CA,Brokerage Casualty - West,706079,"91585 Contractors - subcontracted work - in connection with construction, reconstruction, repair or erection of buildings",1,0,0,0,0,0,1,0,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,1,0,1,1,1,1,1,1,1,0,1,1,0,1,1,0,0,0,1,0,1,1,1,1,1,1,0,0,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,1,1,0,1,1,1,0,1,1,1,1,0,1,1,0,1,1,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Brokerage Casualty,3730456,3/11/2018,3/11/2019,NULL,Evanston Insurance Company,0,New,Dave Tuggey Construction,CA,"CRC Insurance Services, Inc.","1815 Via El Prado, Suite 401, Riviera Center, Redondo Beach, CA, 90277",Briana Hunter,CA,Brokerage Casualty - West,706303,91341 Carpentry - interior,1,0,0,0,0,0,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1,1,1,0,1,1,0,1,1,0,0,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,0,0,0,0,1,1,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Brokerage Casualty,3703969,3/1/2018,6/1/2019,NULL,Evanston Insurance Company,0,New,"4347 N-WALNUT URBAN RENEWAL ENTITY, LLC",NJ,Quaker Special Risk,"P.O. Box 1350, Eatontown, NJ, 07724",Matt Walsh,NJ,Brokerage Casualty - NorthEast,706662,91580 Contractors - Executive Supervisors or Executive Superintendents,1,0,0,0,0,0,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,1,1,1,1,1,1,0,1,1,0,0,1,1,1,1,1,0,1,1,1,0,0,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,1,1,1,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Brokerage Casualty,3727375,4/1/2018,4/1/2019,NULL,Evanston Insurance Company,0,New,Galdisa USA,TX,AmWINS Brokerage,"5910 North Central Expressway, Suite 500, Dallas, TX, 75206",Hardy Nix,TX,Brokerage Casualty - MidSouth,706868,53374 Food Products Mfg. - dry,1,0,0,0,0,0,1,0,1,1,1,1,1,0,1,0,1,0,0,0,0,0,0,1,0,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Brokerage Casualty,3726269,3/18/2018,3/18/2019,NULL,Evanston Insurance Company,0,New,Sunday Riley Modern SkinCare LLC,TX,"Risk Placement Services, Inc.","1155 Dairy Ashford, Suite 550, Houston, TX, 77079",Kendra Mackey,TX,Brokerage Casualty - MidSouth,707996,51970 Cosmetics Mfg.,1,0,0,0,0,0,1,0,1,1,1,1,1,0,1,0,1,0,0,0,0,0,0,1,0,1,1,1,1,1,1,0,0,1,1,0,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Brokerage Casualty,3725237,3/16/2018,3/16/2019,NULL,Evanston Insurance Company,0,Renewal,"Jubilee Homes, Inc.",TX,AmWINS Brokerage,"5910 North Central Expressway, Suite 500, Dallas, TX, 75206 ",Angela Gonzales,TX,Brokerage Casualty - MidSouth,709746,91580 Contractors - Executive Supervisors or Executive Superintendents,1,0,0,0,0,0,1,0,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,1,0,1,1,1,1,1,1,1,1,1,1,0,1,1,0,0,0,1,0,1,1,1,1,1,1,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Brokerage Casualty,3736524,3/21/2018,3/21/2019,,Evanston Insurance Company,0,Renewal,"Rankin Construction National Builders, LLC",TX,"USG Insurance Services, Inc.","500 East Border Street, Suite 600, Arlington, TX, 76010",Kenneth Brown,TX,Brokerage Casualty - MidSouth,712405,91342 Carpentry,1,0,0,0,0,0,1,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,1,1,1,1,1,1,0,1,1,0,0,0,1,0,1,1,1,1,1,1,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,1,1,1,1,1,0,1,1,1,0,1,1,1,1,1,0,1,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Brokerage Casualty,3736419,3/27/2018,3/27/2019,NULL,Evanston Insurance Company,0,New,"Paramount Properties, LLC",PA,AmWINS Brokerage,"Raritan Plaza 1, 110 Fieldcrest Avenue, 7th Floor, Edison, NJ, 08837",Stefanie Hampton,NJ,Brokerage Casualty - NorthEast,712543,91580 Contractors - Executive Supervisors or Executive Superintendents,1,0,0,0,0,0,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1,1,1,1,1,1,0,1,1,0,0,0,1,1,1,1,0,1,1,1,0,0,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,1,1,0,1,1,1,0,1,1,1,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
